query	reference	band	group	band_by_ani	query_path	ref_path
GCA_001828545.1	GCA_016209685.1	0.9-0.95	p__Planctomycetota	0.9376	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001828545.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016209685.1.fna
GCA_001603075.1	GCA_012719085.1	0.9-0.95	p__Planctomycetota	0.9065	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001603075.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012719085.1.fna
GCA_013360585.1	GCA_016860685.1	0.9-0.95	p__Planctomycetota	0.9445	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013360585.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016860685.1.fna
GCF_007747995.1	GCF_007860075.1	0.9-0.95	p__Planctomycetota	0.9099	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_007747995.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_007860075.1.fna
GCA_011057845.1	GCA_002347125.1	0.9-0.95	p__Planctomycetota	0.9125	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011057845.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002347125.1.fna
GCA_002724315.1	GCA_003445035.1	0.9-0.95	p__Planctomycetota	0.9079	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002724315.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003445035.1.fna
GCA_016776905.1	GCA_009937185.1	0.9-0.95	p__Planctomycetota	0.9485	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016776905.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009937185.1.fna
GCA_007121565.1	GCA_003567095.1	0.9-0.95	p__Planctomycetota	0.9096	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007121565.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003567095.1.fna
GCA_012515775.1	GCA_018056925.1	0.9-0.95	p__Planctomycetota	0.9481	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012515775.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018056925.1.fna
GCF_012290005.1	GCF_007752935.1	0.9-0.95	p__Planctomycetota	0.9370	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_012290005.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_007752935.1.fna
GCA_012960475.1	GCA_014238415.1	0.9-0.95	p__Planctomycetota	0.9192	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012960475.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014238415.1.fna
GCA_018970845.1	GCA_016873225.1	0.9-0.95	p__Planctomycetota	0.9296	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018970845.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016873225.1.fna
GCA_007741475.1	GCF_007751715.1	0.9-0.95	p__Planctomycetota	0.9221	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007741475.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_007751715.1.fna
GCA_903916245.1	GCA_017853435.1	0.9-0.95	p__Planctomycetota	0.9144	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903916245.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017853435.1.fna
GCA_005778045.1	GCA_903892045.1	0.9-0.95	p__Planctomycetota	0.9279	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005778045.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903892045.1.fna
GCA_007694925.1	GCA_007124345.1	0.9-0.95	p__Planctomycetota	0.9382	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007694925.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007124345.1.fna
GCA_002690755.1	GCA_002683215.1	0.9-0.95	p__Planctomycetota	0.9047	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002690755.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002683215.1.fna
GCA_002303765.1	GCA_903960945.1	0.9-0.95	p__Planctomycetota	0.9308	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002303765.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903960945.1.fna
GCA_012269595.1	GCA_013911165.1	0.9-0.95	p__Planctomycetota	0.9415	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012269595.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013911165.1.fna
GCA_002714785.1	GCA_002729015.1	0.9-0.95	p__Poribacteria	0.9170	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002714785.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002729015.1.fna
GCF_018860505.1	GCF_018860665.1	0.9-0.95	p__Proteobacteria	0.9166	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_018860505.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_018860665.1.fna
GCF_000422965.1	GCF_011759535.1	0.9-0.95	p__Proteobacteria	0.9218	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000422965.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_011759535.1.fna
GCA_018777385.1	GCF_015762685.1	0.9-0.95	p__Proteobacteria	0.9406	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018777385.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_015762685.1.fna
GCF_006171285.1	GCF_011290365.1	0.9-0.95	p__Proteobacteria	0.9070	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_006171285.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_011290365.1.fna
GCA_014116815.1	GCF_000815465.1	0.9-0.95	p__Proteobacteria	0.9347	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014116815.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000815465.1.fna
GCF_006376675.1	GCF_902825325.1	0.9-0.95	p__Proteobacteria	0.9080	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_006376675.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_902825325.1.fna
GCF_014193285.1	GCF_009907385.1	0.9-0.95	p__Proteobacteria	0.9303	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_014193285.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_009907385.1.fna
GCF_005311025.1	GCF_003076515.1	0.9-0.95	p__Proteobacteria	0.9002	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_005311025.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003076515.1.fna
GCF_001182045.1	GCF_003402575.1	0.9-0.95	p__Proteobacteria	0.9391	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001182045.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003402575.1.fna
GCA_002414665.1	GCA_002416125.1	0.9-0.95	p__Proteobacteria	0.9035	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002414665.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002416125.1.fna
GCF_000521605.1	GCF_013377235.1	0.9-0.95	p__Proteobacteria	0.9052	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000521605.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_013377235.1.fna
GCA_001296005.1	GCF_002868735.1	0.9-0.95	p__Proteobacteria	0.9216	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001296005.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002868735.1.fna
GCF_006175985.1	GCA_004168015.1	0.9-0.95	p__Proteobacteria	0.9463	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_006175985.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_004168015.1.fna
GCA_902624455.1	GCA_902527075.1	0.9-0.95	p__Proteobacteria	0.9071	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902624455.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902527075.1.fna
GCF_003184265.1	GCF_003333315.1	0.9-0.95	p__Proteobacteria	0.9099	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003184265.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003333315.1.fna
GCF_000277545.1	GCF_011752815.1	0.9-0.95	p__Proteobacteria	0.9483	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000277545.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_011752815.1.fna
GCF_008330945.1	GCF_001676615.1	0.9-0.95	p__Proteobacteria	0.9002	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_008330945.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001676615.1.fna
GCA_902596065.1	GCA_902567855.1	0.9-0.95	p__Proteobacteria	0.9492	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902596065.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902567855.1.fna
GCA_001044335.1	GCA_000156155.1	0.9-0.95	p__Proteobacteria	0.9426	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001044335.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_000156155.1.fna
GCF_001425265.1	GCF_001425045.1	0.9-0.95	p__Proteobacteria	0.9063	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001425265.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001425045.1.fna
GCA_002726005.1	GCA_902533755.1	0.9-0.95	p__Proteobacteria	0.9082	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002726005.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902533755.1.fna
GCF_012102705.1	GCF_012102745.1	0.9-0.95	p__Proteobacteria	0.9381	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_012102705.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_012102745.1.fna
GCA_018883285.1	GCA_903887035.1	0.9-0.95	p__Proteobacteria	0.9454	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018883285.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903887035.1.fna
GCA_016124665.1	GCF_003129605.1	0.9-0.95	p__Proteobacteria	0.9480	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016124665.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003129605.1.fna
GCF_007680145.1	GCF_002918705.1	0.9-0.95	p__Proteobacteria	0.9171	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_007680145.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002918705.1.fna
GCF_000429565.1	GCF_903968575.1	0.9-0.95	p__Proteobacteria	0.9212	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000429565.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_903968575.1.fna
GCF_006384255.1	GCF_001457655.1	0.9-0.95	p__Proteobacteria	0.9007	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_006384255.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001457655.1.fna
GCA_018373095.1	GCF_002015045.1	0.9-0.95	p__Proteobacteria	0.9046	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018373095.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002015045.1.fna
GCF_014048475.1	GCF_002003665.1	0.9-0.95	p__Proteobacteria	0.9413	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_014048475.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002003665.1.fna
GCF_004295645.1	GCA_016649425.1	0.9-0.95	p__Proteobacteria	0.9157	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004295645.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016649425.1.fna
GCA_902547295.1	GCA_902612915.1	0.9-0.95	p__Proteobacteria	0.9431	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902547295.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902612915.1.fna
GCA_902628925.1	GCA_902594515.1	0.9-0.95	p__Proteobacteria	0.9271	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902628925.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902594515.1.fna
GCA_902622745.1	GCA_902524215.1	0.9-0.95	p__Proteobacteria	0.9044	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902622745.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902524215.1.fna
GCF_003671765.1	GCA_005503065.1	0.9-0.95	p__Proteobacteria	0.9175	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003671765.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005503065.1.fna
GCF_019049625.1	GCF_003602095.1	0.9-0.95	p__Proteobacteria	0.9204	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_019049625.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003602095.1.fna
GCF_006171285.1	GCF_006874705.1	0.9-0.95	p__Proteobacteria	0.9079	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_006171285.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_006874705.1.fna
GCF_000245735.1	GCF_000272005.1	0.9-0.95	p__Proteobacteria	0.9068	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000245735.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000272005.1.fna
GCF_000174355.1	GCF_900177275.1	0.9-0.95	p__Proteobacteria	0.9402	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000174355.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900177275.1.fna
GCF_900110885.1	GCF_004339665.1	0.9-0.95	p__Proteobacteria	0.9157	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900110885.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004339665.1.fna
GCA_903934795.1	GCA_018970865.1	0.9-0.95	p__Proteobacteria	0.9355	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903934795.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018970865.1.fna
GCA_017998915.1	GCA_002068715.1	0.9-0.95	p__Riflebacteria	0.9060	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017998915.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002068715.1.fna
GCA_002683655.1	GCA_002450295.1	0.9-0.95	p__SAR324	0.9108	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002683655.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002450295.1.fna
GCA_002839335.1	GCA_002839355.1	0.9-0.95	p__Spirochaetota	0.9165	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002839335.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002839355.1.fna
GCA_013151965.1	GCA_003233545.1	0.9-0.95	p__Spirochaetota	0.9061	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013151965.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003233545.1.fna
GCA_007135605.1	GCA_007126865.1	0.9-0.95	p__Spirochaetota	0.9132	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007135605.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007126865.1.fna
GCA_017642445.1	GCA_017649605.1	0.9-0.95	p__Spirochaetota	0.9298	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017642445.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017649605.1.fna
GCF_000755145.1	GCF_000413095.1	0.9-0.95	p__Spirochaetota	0.9006	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000755145.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000413095.1.fna
GCF_001945665.1	GCF_014205885.1	0.9-0.95	p__Spirochaetota	0.9279	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001945665.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_014205885.1.fna
GCA_900315435.1	GCA_905215015.1	0.9-0.95	p__Spirochaetota	0.9007	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_900315435.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_905215015.1.fna
GCA_905372025.1	GCF_000413055.1	0.9-0.95	p__Spirochaetota	0.9316	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_905372025.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000413055.1.fna
GCF_000170955.2	GCF_900099615.1	0.9-0.95	p__Spirochaetota	0.9157	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000170955.2.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900099615.1.fna
GCF_009755885.1	GCF_008016535.1	0.9-0.95	p__Spirochaetota	0.9055	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_009755885.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_008016535.1.fna
GCF_000008185.1	GCF_000413095.1	0.9-0.95	p__Spirochaetota	0.9398	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000008185.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000413095.1.fna
GCA_002418835.1	GCA_002425885.1	0.9-0.95	p__Spirochaetota	0.9045	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002418835.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002425885.1.fna
GCF_001922545.1	GCF_900099615.1	0.9-0.95	p__Spirochaetota	0.9171	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001922545.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900099615.1.fna
GCA_007693325.1	GCA_007123465.1	0.9-0.95	p__Spirochaetota	0.9379	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007693325.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007123465.1.fna
GCF_008828755.2	GCF_014201705.1	0.9-0.95	p__Spirochaetota	0.9147	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_008828755.2.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_014201705.1.fna
GCF_000378205.1	GCF_000143985.1	0.9-0.95	p__Spirochaetota	0.9452	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000378205.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000143985.1.fna
GCF_001945665.1	GCF_008931845.1	0.9-0.95	p__Spirochaetota	0.9107	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001945665.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_008931845.1.fna
GCF_000184345.1	GCF_000147075.1	0.9-0.95	p__Spirochaetota	0.9478	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000184345.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000147075.1.fna
GCA_003566875.1	GCA_007695285.1	0.9-0.95	p__Spirochaetota	0.9232	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003566875.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007695285.1.fna
GCF_000413095.1	GCA_905372345.1	0.9-0.95	p__Spirochaetota	0.9422	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000413095.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_905372345.1.fna
GCA_902797925.1	GCA_017614995.1	0.9-0.95	p__Spirochaetota	0.9046	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902797925.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017614995.1.fna
GCF_000526375.1	GCA_002425685.1	0.9-0.95	p__Synergistota	0.9311	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000526375.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002425685.1.fna
GCA_003446665.1	GCA_018434645.1	0.9-0.95	p__Synergistota	0.9316	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003446665.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018434645.1.fna
GCA_001509095.1	GCA_012729145.1	0.9-0.95	p__Synergistota	0.9170	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001509095.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012729145.1.fna
GCA_900544635.1	GCA_018716365.1	0.9-0.95	p__Synergistota	0.9178	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_900544635.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018716365.1.fna
GCA_002432945.1	GCA_002436015.1	0.9-0.95	p__Synergistota	0.9026	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002432945.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002436015.1.fna
GCF_002007215.1	GCF_000177335.1	0.9-0.95	p__Synergistota	0.9310	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002007215.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000177335.1.fna
GCA_001508935.1	GCF_016125955.1	0.9-0.95	p__Synergistota	0.9057	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001508935.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_016125955.1.fna
GCA_013329135.1	GCA_011391345.1	0.9-0.95	p__Thermoplasmatota	0.9427	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013329135.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011391345.1.fna
GCA_004195635.1	GCA_018649825.1	0.9-0.95	p__Thermoplasmatota	0.9347	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_004195635.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018649825.1.fna
GCA_012959275.1	GCA_014240385.1	0.9-0.95	p__Thermoplasmatota	0.9041	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012959275.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014240385.1.fna
GCA_002506255.1	GCA_001421175.1	0.9-0.95	p__Thermoplasmatota	0.9063	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002506255.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001421175.1.fna
GCA_002497905.1	GCA_002506875.1	0.9-0.95	p__Thermoplasmatota	0.9345	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002497905.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002506875.1.fna
GCA_002509165.1	GCA_003193815.1	0.9-0.95	p__Thermoplasmatota	0.9184	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002509165.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003193815.1.fna
GCA_016845825.1	GCA_001875345.1	0.9-0.95	p__Thermoplasmatota	0.9433	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016845825.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001875345.1.fna
GCF_009729035.1	GCA_003086555.1	0.9-0.95	p__Thermoproteota	0.9342	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_009729035.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003086555.1.fna
GCA_009665115.1	GCA_003176995.1	0.9-0.95	p__Thermoproteota	0.9445	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009665115.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003176995.1.fna
GCF_900248165.1	GCA_013538805.1	0.9-0.95	p__Thermoproteota	0.9016	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900248165.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013538805.1.fna
GCF_012222305.1	GCF_009729055.1	0.9-0.95	p__Thermoproteota	0.9102	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_012222305.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_009729055.1.fna
GCF_000011205.1	GCF_009729055.1	0.9-0.95	p__Thermoproteota	0.9441	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000011205.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_009729055.1.fna
GCF_014078545.1	GCA_003352285.1	0.9-0.95	p__Thermoproteota	0.9434	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_014078545.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003352285.1.fna
GCF_019175345.1	GCF_000022485.1	0.9-0.95	p__Thermoproteota	0.9438	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_019175345.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000022485.1.fna
GCA_001593855.1	GCA_003662305.1	0.9-0.95	p__Thermoproteota	0.9054	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001593855.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003662305.1.fna
